reslhlabinc0,reslhlabinc1,reslhlabinc2,reslhlabinc3,reslhlabinc4,reslhlabinc5,reslhlabinc6,reslhlabinc7,reslhlabinc8,reslhlabinc9,reslhlabinc10,reslhlabinc11,reslhlabinc12,reslhlabinc13,reslhlabinc14,reslhlabinc15,reslhlabinc16,reslhlabinc17,reslhlabinc18,reslhlabinc19,reslhlabinc20,reslhlabinc21,reslhlabinc22,reslhlabinc23,reslhlabinc24,reslhlabinc25,reslhlabinc26,reslhlabinc27,reslhlabinc28,reslhlabinc29,reslhlabinc30,reslhlabinc31,reslhlabinc32,reslhlabinc33,reslhlabinc34,reslhlabinc35
,-1.0819565,,-.036396138,,-1.0671085,,-.24890091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.42056653,.39657721,.45553219,.51831037,.83605093,.69100285,.75348473,.65072042,.61856222,.55408949,.62883317,.62491113,.64513505,.55142391,.93224698,.73142248,.79038501,.65933388,.70215786,.66520965,.66826236,.51708657,.10470632
.43909931,.62948388,.78743106,.69088751,,,.67547101,,.61143583,,.59046257,,,,,,,,,,,,,,,,,,,,,,,,,
,.57831341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-.17939481,-.098217458,-.046101309,,,-.19312873,-.30545646,-.58744097,-.71905881,-.44763055,-.9051649,-.56846291,-.12352708,-.66145873,-.66116744,-.605986,-.61543763,-.55918038,-.86744618,-.51496851,-.81876719,,-.51353258,,-.59663874,,-.5618757,,,,,,,,,
,,,,,,.32574591,.096154161,.11392768,.040268976,.21107458,.37123829,,,.49533197,.44527906,.42229059,.32889852,,-.19310598,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-.52306229,-.56352353,-.43850642,-.46042514,,-.52725154,,-.50712729,,-.58264571,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-.54884499,,,-.35847092,-.39045551,-.40427262,-.37212238,-.42737952,,-.50001085,-.53383529,-.51684666,-.47010365,-.50591242,-.3306416,-.25175962,-.20688702,-.23557319,,-.037035108,-.051705252
.5374493,.7894516,.31654304,.36217642,.24448948,.23095858,-.31102136,-.35794517,-.12339903,-.21345867,.11494385,,-.57034487,,-.040909115,,-.14807382,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-.38650453,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-.02859317,,-.075877674,,,,,,,,,,,
,,,,,,,,,,,,,,,.24131268,.35368338,.30191177,.21478203,.19403212,.14136679,.1173983,.26840502,.038851772,.021494946,.13787554,.10777862,.12058998,.31890121,.30618238,.44247466,.48921424,.5208928,.55542749,.80343932,.72311795
.69637042,.57773548,.57019049,,.62134469,.66005927,.80318177,.84570229,.73866773,.69675928,.63832247,.49010903,.51504552,.44899109,.44192058,.42511615,.11222822,,,,,1.3690126,,.5738945,,,,,,,,,,,,
,,,,,,,,,,,,,.76530492,-.47671345,-.32831341,,-.55431116,,-.56318647,,-.41134682,,-.28352398,,,,,,,,,,,,
-.30314824,-.021703849,.19046612,.51445013,.67151564,.44488961,.82174426,.78587174,.79106611,.67352104,.82178366,.71673757,.64243817,.58624208,,.56637973,,.68344772,,.27156109,,,,,,,,,,,,,,,,
,,,,,-.060497109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,.049435418,-.087914459,-.058079556,-.14903313,-.37964356,-.45687374,,-.0839843,,-.0060882168,,-.02878057,,,,,,,,,,,,,,,,,,,,,
.23472273,.50011241,.4648174,.59744614,.30012748,.39256829,.38950774,.31684539,.33130893,.32592526,.31710529,.21816342,.41217586,.29482806,.45683348,,,,,,,,,,,,,,,,,,,,,
.50331259,.4266952,.29757515,.38195544,.32109973,.087889783,.12435104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-.31455207,.2228137,.23924819,.13088834,.25221443,.18816851,,.18104908,,,,.2684364,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-.21974508,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,.167354,.056945063,.20874201,,,.30549866,,,,-.14830962,,,,,,,,,
-.74765259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-1.6083226,,-.4751206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,.0070268484,-.026352866,-.024752121,-.052262306,-.089888759,.01138895,-.12410355,-.1393998,-.13272904,-.2082148,-.25867736,-.29557064,-.25199565,-.26455915,-.14905362,,,,,,,,,,,,,,,
,,,,,,,,,,,,-.18769956,1.4996276,1.6797432,1.5487367,1.4814153,1.4772741,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.21343037,,,,,,,,,,,,,,
,.50421399,.63953674,.89681387,.93089497,.61296123,.60873973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.0063612172,-2.0952315,-.44726461,.36032322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-.07830286,.092144474,.12060381,.13062173,.17786995,.31455329,.33418974,.40470335,.45560554,.41978887,.38477033,.51845926,.50146854,.5183081,.47431701,.53458434,.60357398,.59513515,.65031147,.74110633,-.19625007,-.16271617,,.19472359,,-.62241036,,-.37993544,,,
.72326857,.88698405,.77194166,.65603852,.60625404,.46268591,.66110569,.63540232,.62175894,.50842965,-.34847915,.058700591,.64743179,.41890937,.03699461,.10477372,-.11154596,-.070747964,-.17834505,-.2648631,-.36217156,-.42603022,-.56030953,,.6349929,.85124367,-.38402858,-.098585583,,.09262719,,,,-1.8143603,,
,,,.2291884,,.10414124,,.49121481,,.68236184,,,,,,,,,,,,,,,,,,,,,,,,,,
.47583207,.7460019,.49787146,.55426514,.61782783,.58338952,.5623942,.84950536,.77051961,.60190964,.65817738,,1.3004644,,1.5245183,,1.7600908,,,,,,,,,,,,,,,,,,,
,-.73689318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-.23167938,-.23331155,-.14597845,-.036663152,-.039094396,-.037198454,-.022266606,.049216524,.11645076,.18005148,.067598157,.06819199,.071857713,.17620516
.052937414,-.14822719,.084926866,-.094297707,-.27055445,.65416896,.69240636,.42488721,.34689584,.043924183,.36508304,.32202712,.19810672,.27946255,.23147507,.26912224,.25050104,.33920896,.34147188,.41515622,.46066371,,.41085869,,.52259582,,.1640645,,,,,,,,,
-.48796728,-.21301699,-.1244147,.090658024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-.0043213824,.12729944,.14162995,.026248969,.5002901,.55351532,.56784725,.50658709,.30695784,-.89862376,.16525973,.68852681,,.6502068,-.38058421,-1.2175426,-.47500688,.030441605,-.41787207,-.40809494,.4322454,-.27249637,,,,-.52102131,,-.51141083,,.56909275,,,,,,
,,,,,,,,,,,,,,,,,-.152052,,,,,,,,,,,,,,,,,,
.5639506,.50980234,.47950611,.4845418,.20568854,-.50115263,-.41776198,-.21893628,-.081163727,.033497006,-.0048270826,-.03023486,,.17158154,,.11439736,,.40056491,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.284704,1.2466753,1.2438283,1.2241946,1.1316669,1.1104673
1.0034662,.87880832,.65215874,.58964688,.29253566,.43477318,,.66229445,.5998044,,,,,,,,,,,,,,,,,.092480056,.082992457,.20682308,-.15524529,.25901753,,.15473321,,.034312528,,
,,,,,,,-2.3842919,-1.0424532,-.53262782,-.36015582,-.45773777,-.4639906,-.38681275,-.26081103,-.23532513,-.35140505,-.40351018,-.36876759,-.038436498,-.44055548,-.26189762,-.22842278,-.10938746,.15652065,-.25993899,-.47115865,-.54171938,,-.36176094,,-.12763084,,,,
,.61061794,.15347497,.18524581,-.015387075,.045330159,-.12040375,-.13248476,,-.13265336,,.07840509,,.32339907,,,,,,,,,,,,,,,,,,,,,,
,,,,,,.37915346,.37801939,.39866787,.54211527,.53198224,.44823286,.58349615,.4343048,.52024114,.4548052,.35835838,.40089279,.39932847,.54609823,.52134687,.45859441,.56672794,.53533942,.63917261,.7054947,.54389501,.66445047,.68438625,.9958294,.89458585,.7655881,.91993856,-.29641619,,
-.10138198,,,,,,,,,,,,-3.3486292,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,.021353345,,.094279595,,,,,,,,,,,,,,,,,,,,,,,
.95320964,.99203157,.64327306,.64590639,.67430043,.88313884,.79775894,.58706564,.6269235,.57639319,.65948236,-.026030414,.021854356,.4238579,.54382533,.86836123,,.65307349,,.45039466,,.44588581,,,,,,,,,,,,,,
,,,,,,,,,,,,.096335761,.38093784,.57066089,.54067481,.45082742,.41336662,,.27361831,,.23914792,,-.049551014,,-.15322685,,,,,,,,,,
,,,,,,,,,-.055692792,,,,-.26438761,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.081024654,-.13478984,-.066725157,-.037154134
,,,,,,,,,,,,,,,,.67779887,.69818175,.70961046,1.3594875,1.2974938,1.2296693,1.1436501,1.3435051,1.9890229,1.9161794,1.8488781,1.7856046,1.6831881,1.6702448,1.615716,2.5450964,2.8277752,2.9822869,2.8093386,3.1588688
1.0551697,-.63411176,-.12355993,.14590713,.37197682,.53151429,.59454316,.63828915,.56022209,.6682924,.59754497,.67648023,.60840213,.4384788,.17224956,.44592094,-.26763469,-.044733703,-.57379341,,,,-.6008445,,,,,,,,,,,,,
-1.1147397,.10080016,.42493898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.82769799,.78071219,.85635573,.8455897,.86494392,.78102452,.76304102,.61960506,.543293,.77018362,-.10427934,.26047277,.55584872,,.5170517,,.41118327,,.61527491,,,,,,,,,,,,,,,,,
,,,-.065196149,.45184442,.4838163,.57279003,.55041879,.58299339,.43438628,.41862524,.28451833,.69705957,.91181487,.29226223,.35531589,,.35101429,,.29531956,,.38425648,,,,,,,,,,,,,,
-3.8194668,-3.2163644,-1.1101304,-.53958994,-.049658872,.015187743,,,,-.049506996,.095188186,.26096758,.4464924,.49129394,.52237654,.57981008,.58959955,.58099544,.52476352,.5340361,.48688918,.59067076,.64043468,.42177868,,.57503021,.4047811,,.50505781,,.55126423,,.70937043,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.57073534,.51854479,.67016435,.66999739,1.1276028
,,,,,,,,-.071404524,.052204236,-.075640731,.17631096,-.35706028,-.0053299181,.11597395,.044222713,-.017323723,,,,,,,,,,,-.14088152,,,,,,,,
,,-1.8856646,-.12795182,,-.85649842,,-.2954708,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.2956157,.010387198,.036886007,-.018803356,.4580121,,-.050693881,,-.13898185,,,,,,
,,,.013731051,,.36993775,,.32794347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,-.15483594,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,-.17938133,-.13382681,-.10601238,-.14796625,-.016542923,.34123459,.11370941,.012143688,.47304723,.058092766,.11340713,.035859812,.090255536,.13263394,.26099527,.15277636,.23541331,.21321332,.2287946
.31534326,.32643172,.26355156,.25925434,.22030222,.30695832,.40108311,.38474709,.52005917,.42647421,.527677,.84361392,.68363947,.76051867,.83281916,.85476059,.78179431,.82574505,.72716027,.70597541,.94748598,.97972953,1.1327319,,-.082775056,,,,.29326126,,,,,,,
,,,.4167369,.33989874,.29007146,.30050331,.27056339,.1936202,.17652272,.14205198,.16590944,.14546253,.14923602,.13033213,.2438402,.19258264,,.14485179,,,,.10677239,,,,,,,,,,,,,
,,,,,,-2.1501985,-.15917203,-.53516859,-.13134377,-.67128634,-.2843127,-.11935648,,.43831638,,,,,,,,,,,,,,,,,,,,,
-.18803649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-2.2129118,,-.47872993,,-2.4720185,,-.74257976,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-.047433931,.11925399,.012822077,-.016228924,.071047828,.24393888,.35995695,.27182481,.33187258,.37942117,.62733871,.76436895
,,-.2277751,-.17540355,-.17910919,-.010921943,-.065647237,.000388168,.026206231,-.0061656483,.04857691,-.04991886,.077344187,.054301463,.018067697,.032137398,-.00082973699,.028383195,-.030038424,-.054674994,.26037014,-.12287608,-.028041065,.064462624,-.67021549,,-.082360432,,.016951382,,-.60057783,,,,,
.58785999,.4367061,.37260845,.38447541,.30926427,.2397345,.28694123,.3933883,.50218934,-.21638599,.019227324,.17360678,.25613782,.26293346,.19868584,.45560658,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.28122568,,,,,,
,,,,,,,,,,,,,,,,,,,,,-1.2730411,-.78144753,-.87614352,-.99414229,-.7792508,-.71087497,-.78682435,-.67250651,-.7818594,,,,,,
,.55340272,.64656156,.59416449,.56323349,.57774496,-.91718972,-.37688181,.7365644,.30962968,.14399917,.18151909,.072476663,-.41883153,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.72651219
,,,,,,,,,,,,,,,1.8507507,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,.92143983,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,.060099229,.20836964,.33441761,.69111443,.44147238,.41267303,.27686921,.02469366,-.033396389,.12244487,-.18898588,-.83180994,-.35398078,-.73553431,-.77880806,-.58920962,-.53046978,-.61079407,-.24596697,-.6290009,-.28636757,.090008907,-.30164659,-.4964087
,,,,,,,-.44310722,,-.4794077,,,,,,,,,,,,,,,,,,,,,,,,,,
-.13014197,-.22252932,-.17530341,-.24443908,-.31371167,-.58952087,-1.7738614,-1.4834471,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,.072257817,.16577293,.16805279,.32534605,.38413292,.19191125,.24951203,.2230801,.31420738,.32414159,.22060628,.23161709,.31192645,.51211017,.5704608,.6323241,.47192118,.43950757,.52574164,.75395036,.68006992,.73003089,.60919088,.63353264,.66903448,.5684554,.55672824,.49876523,.49248463,,.44881353,,.62719059
.55867201,.57400012,.51166636,.48880175,.51170731,.77269381,.94961303,.65621555,.60094374,,.85640436,,1.0925236,,.90771329,,,,,,,,,,,,,,,,,,,,,
.70162868,.75547242,.9441669,,1.1347325,,1.170735,,.89542353,,,,,,,,,,,,,,,,,,,,,,,,,,,
.72955626,.95654571,.91261107,1.0739933,1.1091512,1.027398,,1.4151695,,1.440591,,1.6482494,,,,,,,,,,,,,,,,,,,,,,,,
.46445823,,.69605213,.69159967,.58143008,-1.4403508,-.59549183,.13032418,.36682984,.33262724,-.36557847,.29522249,.50267625,.084635392,.31168085,-.48988122,-.70802879,-.33891758,-.68662614,-.12304093,,,-.95953584,,,,,,,,,,,,,
-.26395428,-.28448328,-.00068806781,,-.05189785,-.15393658,-.038969178,,,-.41464975,,-.39769647,,-.50193232,,,,,,,,,,,,,,,,,,,,,,
,,-.24832754,-.35501823,-.14752494,,.29086214,,-1.643872,,-1.7331283,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.68647957,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.58930606,,
,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0849929,-.69744402,-1.0064672,-.87313288,-.30167037,-.44962943,-.36717838,-.50127751,-.44620383,-.099155851
,,,,,,,,,,,,-1.6474631,-1.1909956,-.65391862,-.77886873,-.639799,,,,,,,,,,,,,,,,,,,
,-.53439206,,-.034729,,-1.7046247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-.22782376,,-.18977425,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.026195722,,-.34831595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.6357463,.60020787,.52283674,.6290077,.65908539,.72905284,.71356976,.42228231,.36654112,.85315806,.58946764,.26508477,,,,,,,.19195881,.1951282,,.095320605,,.073392995,,,,,,,,,,,,
-.16345093,,,,,,,,,,-.30456343,.14026219,-.11542579,-.057434738,-.1440271,-.3526001,,-.1059256,-.31075925,-.95314711,-.38456428,.47107381,,.053137466,,-.54662329,,.013269436,,,,,,,,
,,,.36751342,.073484793,.10699192,.12315776,,.12717752,,-.13548046,,.22383705,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,.093222275,-.12093009,-.35054785,,.19746217,,.3212913,,.38575682,,,,,,,,,,
.30583701,,.23595752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,.14569615,,.2697801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,.14829978,.3271066,-.12552904,-.22619238,-.054457095,.087526694,.32885218,.60509604,-.024401089,.24358231,.63318682,.47360215,.31747988,.27038154,.17288199,.27084965,.17141482,.14716966,-.38820085,.081319004,.088302195,1.1606696,-.49855503,.73338586,-.21306127,-.48447877,.30254662,.22604439
-.24002264,-.24849804,-.21908693,-.31232357,-.1066845,-.084057316,-.1600652,.0011168276,.0036239286,,,,,,,,,,,,,,,,,,,,,,,,,,,
.15086246,.20044468,.51543969,-.12134846,-.27478004,-.20939426,-.22796544,.023971513,-.17443666,.10639005,-.046336751,-.047083728,-.1822968,-.33482817,-.14106353,-.24471211,,-.25518495,,-.17052267,,-.12016091,,,,,,,,,,,,,,
.602431,.51545095,.80468261,1.018501,1.132409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-.095602714,-.19600777,-.040943243,.083711006,-.011331798,-.012699127,-.036569886,.023358641,.018279068,,-.04663663,,-.095338009,,.026794871,,,,,,,,,,,
,,,,,,,,,-.15745297,-.14422299,-.090530343,-.06506487,.012438176,.1404445,.063755468,.10715988,.057255369,,.28714579,,.058657255,,-1.4864963,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.42705292
,,,,,,,-1.2956151,-.95300841,-.99380392,-.94579732,-1.0139679,-.9253155,-1.1091535,-.83954018,-.96117818,-.84658831,,,,,,,,,,,,,,,,,,,
.10059857,,.3045736,,.29231071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.024770401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,.046350334,-.34193739,.034105521,-.098605484,.20044504,.11583947,.17426276,,-.1308814,.30934799,-.29442105,-1.3426634,,,,,,,,,,,,,,,,,,,
,,,,,.24441104,.34304079,.69376558,.46924624,.55642277,1.1085283,.34032863,.87218148,.67927611,.76386505,.24664102,.5209685,.41221929,.41801146,.39269885,.32755014,.37778917,.30050075,.3232322,.44699103,.41121298,.3491827,.48918763,.47569105,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.75086683,-.10340232,.55314833,.80374676,.82295978,-.97364551,,
.42311904,.85052884,.53655612,.52021444,.51677483,.4630647,,.4707889,.38920435,.45463997,.82084578,.73498291,.44932422,.20542488,.39280182,.51569259,.71324068,.69990182,.71767211,1.0299088,1.1691172,1.0637623,.99364841,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,-.37243232,.27295753,.21583641,.27783227,.35512117,.3380821,.29927614,.41934705,.38156748,,.20242558,,.16807362,,.32651037,,,,
.78136659,.66554511,.60837251,.74246591,.89940792,.96791202,,,.80159992,,.88484633,,.78611213,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,-1.0790522,,,,,,,,,,,,,,,,,,,,,,,,,,,
.5948118,.66926819,.82080007,.62683052,.86466819,.40608546,.52015114,.48662403,.50555652,.51661056,.54556912,.52356213,.55103183,.80650818,.76730394,.70248103,.58098143,.65329868,.65610933,.69888723,.53591955,.68217331,.55669111,.5685693,,,,,,,,,,,,
,,,,,,,,,,,,,,,,-1.7473947,-.35721138,-.13687293,.043023407,-.36500248,-.26291844,-.34066838,-1.7172624,-.39061716,-.61205125,-.18152179,,-.10545029,,-.07526847,,.071860023,,,
.50065058,.44136897,.26557645,.17562357,.14623684,.10371486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.013625671,-.20685008,,-.058110707,,-.14549486,,-.27110311,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,.22335783,.30755699,.48462811,.52706933,.50458086,.47460726,.34790516,.39998245,.60711575,.54335314,.52939409,.60634714,.44161102,.74156773,.57591003,.67583489,.8542521,.64899999,.65276343,.69240314,.80754972
,-.57351732,-.9771595,-1.1273725,-.22695819,-.21636647,-.10753336,-.1248033,-.18054448,-.122196,-.060004439,.0170066,-.033982754,.054981634,.06626457,,,,,,,,,,,,,,,,,,,,,
-.17574666,-.23709463,-.19042048,-.10376515,-.15406935,-2.5511534,-1.1546566,-.65447932,.3117604,.47592008,.4112151,.47912115,.55474937,.52196538,.74394679,,.70421571,.83181125,.98842335,,1.1478672,,1.1459302,,1.4039569,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,-.0059685064,.065515928,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6100631
.15899725,.070647374,.036268961,.026248969,.15008751,.067628756,-.00013636544,.049828578,-.011495935,.1920211,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,.30107886,,,,,,,,,,,,
,,,,,,,,,-.80788118,-.74392521,-.25398627,-.28411639,.33678752,.82554656,.85663182,1.260307,.93591213,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.87182766,.81003553,.79942214,.76366162,.64314491,.67493868,.62233722,.68446904,.67349148,.76712984,.74052513,.73487723,.80283743,.88589549,.78851068
-.12409949,-.31789961,-.28072256,-.32448095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,.27288273,.48358783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-.61077607,-.6274727,,-.90718454,,-.51691431,,,,,,,,,,,,,,,,,,,,,,,
.14778733,-.07452631,-.65619183,.06582576,.1979247,.33842212,.74440491,.17689332,.23300956,.76581579,.038563363,.49050382,.1429189,-.53240085,-.021774035,,-.49347994,.55793405,-.10252167,-.35744041,,-.2583802,,.63598245,,,,,,,,,,,,
-1.3953121,-.30553126,.2133185,.38747534,.42398524,.52164835,.51746166,.58062637,.54140913,.52221733,.4334521,.56909382,.58930784,.63523817,.1091756,.84631747,.81717193,.87582254,.92733401,,.80910218,,.99073124,,,,,,,,,,,,,
,,,,,.06406372,-.01595738,.13815351,.2427555,.22414246,.16345976,.32477275,.35560581,.32080424,.47881281,.50404733,.46890464,.46093905,.42909202,.49103636,,.56682312,,.85596877,,,,,,,,,,,,
,,,,,,,,,,.61740547,1.1204838,.67737681,-.23437811,.67181426,.88386494,1.4645871,1.6530728,.74253076,.2242441,,,,,,,,,,,,,,,,
.28935456,.31527978,.11330532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-.14947823,-.06272997,-.011242723,.023495302,.107038,.11513373,.051855043,.05428718,.028880356,,.020142624,,.2520858,,.36438137,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,.66104889,.7391519,.66839826,1.025192,.89623839,.89277625,.93057859,.9982729,,.93639946,,1.0604495,,.43186617,,,,,,,,,,,
,,,,,,,,.40848115,.63463938,.40348843,.41469234,.63297737,.66528702,,1.1333711,,1.4578214,,1.4256392,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7285391,1.5162814,1.9955523,1.311031
,,,,,,,,.04103576,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,.22531037,.20039207,.27041727,.38446572,.34688473,.27637455,.25206131,.26641616,.23855712,.32459641,.30711061,.22199185,.26493472,.32543063,.33740285,.4355424,.4962512,.6130116,.56293452,.56417418,,
,,,,,,,,,,,,,,,,-.45849565,-.47860959,-.37398091,-.42071813,-.27213767,-.28248775,-.3640824,-.34186572,-.30270013,-.2274757,-.25468346,-.21250783,-.16919829,-.086987861,-.077603184,.085617132,-.038238999,-.036660589,.0023080627,.17542443
-.42970747,-.34165674,-.42186287,-.40738881,-.86087793,-1.3595793,-1.3823427,-1.4443033,-1.3229893,-.87765843,-.7122373,-.6194669,-.52541029,-.4721134,-.4886536,-.54474419,-.54842842,-.59184986,,-.63347048,,-.37508735,,-.44345817,,,,,,,,,,,,
-.15327625,.11014644,.57417399,-.8861745,-1.3973328,-.15864952,,-.6871388,,-.90857774,,-1.3829281,,,,,,,,,,,,,,,,,,,,,,,,
.30093867,.136481,.099959798,.15090738,.34039617,.053380977,.047340266,-.56016189,-.93671739,-1.6030142,-.76086783,,-1.0463439,-1.1413168,-1.3450812,-1.149557,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,-.60796982,.61399502,.65316039,.43326741,.37127274,.55879456,1.0384099,.97429955,1.058535,.23971516,.69415957,.74160856,-.018127954,.65972465,.77530456,.80231649,.78459364,.75678378,.58383554,.69220328
,,,,.83727795,1.0584285,.71898848,.57397586,.73395008,,.76343614,.50246298,.59194839,.82318199,.74423903,.70356083,.60047865,.22980572,-.71686959,,.076316379,-.48674592,-.5346753,-.99882066,,-.30642644,-.60057348,-.65746254,-.72864401,.86100405,-.75548083,-.78497177,,,,
-.094728634,-.20361184,-.32064739,-.55392063,-.54979032,-.56569946,-.65048683,-.69436842,-.77350038,-.6586411,-.73705631,-.54831302,-.60397202,-.11270538,.31386995,,,,,,,,,,,,,,,,,,,,,
,,-.50173718,-.4292323,-.16764125,.0070436406,-.2282328,-.20570229,-.40002999,-.60896379,-.52828324,-.58622354,-.34004354,-.45628014,,-.19591579,,-.14475814,,-.42335063,,,,,,,,,,,,,,,,
-.81013519,-.65189815,-.62807399,-.5181067,-.6342687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-.59114832,-.53676039,-.82177728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.6643666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-.78875601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.8635252,-.5675379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,-.095272973,-.23229708,.18329974,.29053357,.3149395,.22124635,,,.1745189,,-.1122523,,.068079561,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,.014621552,.080824509,.21542926,.13997914,.0086499611,-.016830405,.14169221,.51682395,-.06582962,.088642649,.74082917,.60158491,.7060045,.67796183,.46330836,.52063715,.52914238,.52345401,.62776583,.53841567,.51080287,.52753454,.5468542,.70872664,.87945408
,,,,,,,,,,,,,,,,,,,,,.31254855,.39992061,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.40206766,.4778907,.51423675,.56746984,.63043153
-.94525069,.094389617,.15980035,-.05883839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.44598958,.30816078,.62624812,1.1262019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,-.77842474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,-.64943129,,,,,,,,,,,,,,,,,
.75252438,.66344869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.082816742,-.057724163,.27891192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.65629083,.71271032,.94318324,.84433436
,,,,,,,,,,,,-1.1572137,-.79678577,,,,,,,,,,,,,,,,,,,,,,
,-.42753288,-.2232465,.091168612,-.16699181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
