reslhlabinc0,reslhlabinc1,reslhlabinc2,reslhlabinc3,reslhlabinc4,reslhlabinc5,reslhlabinc6,reslhlabinc7,reslhlabinc8,reslhlabinc9,reslhlabinc10,reslhlabinc11,reslhlabinc12,reslhlabinc13,reslhlabinc14,reslhlabinc15,reslhlabinc16,reslhlabinc17,reslhlabinc18,reslhlabinc19,reslhlabinc20,reslhlabinc21,reslhlabinc22,reslhlabinc23,reslhlabinc24,reslhlabinc25,reslhlabinc26,reslhlabinc27,reslhlabinc28,reslhlabinc29,reslhlabinc30,reslhlabinc31,reslhlabinc32,reslhlabinc33,reslhlabinc34,reslhlabinc35
.32501549,.48854083,.16349922,.19886568,.22983657,.20343786,.15167214,.16366178,.39857176,.15567009,.31843591,.26886559,.11892205,.14547165,.21358685,,,.35759932,,,,.42253688,,,,,,,,,,,,,,
.27680391,-.13977058,,,,-.42567712,,.19157505,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.60621679,,.41583812,.49935141,.38882986,.41515937,.66496962,.34386119,.36540186,.51442111,,,,,,,,,,,,,,,,,,,,,,,,,,
.27772796,.49037299,.64514107,.56826854,,.30681628,.31338373,.21430446,.27063322,.050869927,.072254434,.013504297,,.17785941,,-.070885509,,.025662027,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-.43271655,-.58339328,-.539078,-.35803196,,-.18755153,,-.18581522,,.013711353,
.016243048,-.023148475,,-.049287278,,-.26631802,,-.13395868,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,-.93110621,-.76839936,,-.38842419,,-.45652947,,-1.8190873,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,-.15388443,,,,,,,,,,,,,,
,,,,,,,,,,,,,,.035446052,.2581979,.5076474,.74837339,.57640058,.27736619,.55228639,,-.48188406,.61953133,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,-1.5909368,-1.4791255,-1.3448341,-.93743664,,-1.0569373,-.55407751,-.1622723,-.13576984,-.28493634,-.4382931,-.27583393,-.23759755,-.27498811,-.34081322,-.15725198,-.39978626,-.35761553
,,,,,,,,,,,,,-.30805179,-.29308787,-.20772366,-.23083735,,-.26798525,,-.15046667,,-.17354687,,,,,,,,,,,,,
,-2.0536745,-1.0057101,-.51115543,-.54591227,-.54363179,-.5575614,-.63729113,-.49975929,-.61022496,,-.51532525,,-.56653941,,-.53169233,,,,,,,,,,,,,,,,,,,,
-.461427,-.22732028,-.40339532,-.50819409,-.39469695,-.52162707,-.24061994,-.2201158,-.30377859,-.43682891,-.35126552,-.38727081,-.49093047,-.47952649,-.57697278,-.58392876,-.59157771,-.61237454,-.57548594,-.62195116,-.29376915,-.34506804,-.097779617,-.07378789,-.0010833982,,-.088660568,,.1284882,,.43201479,,,,,
,,,,,,,,,,,,,,,,,.2445045,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,.15430522,.086304232,.34474221,.39128411,.45179603,.87335795,.65183687,.44048244,.48253962,.42543876,.35196692,.45790023,.60546911,1.1021733,1.1115719,1.1760818,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,-.40902478,-.37167633,-.30310586,-.3074961,-.41919935,-.26389706,-1.0110235,-2.2433364,-1.881725,-1.9903226
-.16316865,-.14426301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,.35385659,.50563234,.3633666,.47022128,.45917618,.70102531,.58936447,.4537977,.62332565,.7901597,.7591666,.36221418,,,,,,,,,,,,
.30082914,.20735304,.24149804,.2247317,.27971184,.17903355,.24892601,.34613335,.42011955,.3661139,.40061331,.41008806,-.15217157,-.17604737,.41020045,.40860423,.33173019,.26460505,.31666341,.36935288,.28976205,.30024979,.13906391,.27839497,.34108847,.32938877,.40187851,.38556775,.41834697,,.43442947,,.53857225,,.90100169,
,,.31774026,,.47678211,,.2634303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-.80197823,,-.24592845,,-.36677369,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,-.30954975,-.36127195,-.31331956,-.30602664,-.21943218,-.11861384,-.083228514,.22396608,.30185163,.36441666
.037227072,.021849895,.12899533,.31750399,.27116066,.30647558,-.21945158,,-1.4126079,-1.0001036,-1.0316312,-1.0501778,-1.0342766,-1.2008119,-1.4504712,-2.0419509,-1.2343512,-1.9518994,-1.0856481,-1.2659626,-.94545913,-.78447074,,-.65565413,,-.84144014,,-.41855988,,,,,,,,
-.012996615,-.11611138,-.4311136,.027586663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,.52102977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,.21416971,.27463537,-.071273647,.5599376,.061986644,.20209378,.090593778,.039407741,-.07300248,.049983263,.13283591,.080884382,.25217554,.29719231,.25307286,.06722369,.15466028,-.039721813,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,.2871339,-.053477388,,,,,,,
-1.3546764,,-1.3791645,,-.02352936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,.52318013,,,,,,,,,,,,,,,,,,,,,,,,
.52862436,.42076015,.93189299,,.62269753,.88981044,.52947181,.40448159,,,,,,,,,,,,,,,,,,-.065214746,,,,,,,,,,
,,,,,,,,,,,,,,,,,,.049634423,.1404749,.071280494,.092011668,.015365033,.1848463,.21767753,.22173722,.13884205,.22356616,.13096191,.060613483,.22667852,.38674703,.35388663,,,
.46584728,.75435883,.9417544,.9592489,1.0008346,.99141723,.85875142,.91802323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.14337793,-.062178593,-.010663233,.059039563,-.29903162,-.11952815,-.11691411,-.091350242,-.12609102,-.19192941,-.19524106,-.29744783,-.37160912,-.36545148,-1.8232189,,,,,,,,
,,,,,-1.9479461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-.36210227,-.35887411,,,,.21698312,,.091816053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1.0493191,.74037153,.79169983,.2167061,1.0983857,.86398649,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,-.61250889,.16153087,.34054452,.26518899,.24213193,.15080865,.20162898,.12901607,.054253619,-.0041958555,.074663043,.20875283,.62270141,.13517629,,,,,,,,,
.12040067,,.25843197,,-.35204601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.36460012,,.77971029,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.1634956,.20990859,.23351145,.3463296,.29472691,.32960472,.29315737,.36134362,.43116137,.42187658,,,,
,,,,-.64500964,-.48394415,-.52803212,-.43862337,-.44217011,-.50371438,-.48009104,-.52680916,-.70761847,-.54958224,-.49369183,-.41934493,-.29227269,-.39321336,-.28238556,-.34370634,-.43635455,-.23736988,,-.044066776,,-.28655729,,-.20429899,,,,,,,,
,,,,.21234581,.26467502,.11668034,.11669492,.1855236,.022177981,.059295632,.25341266,.57081383,.62542504,.72368813,.7799328,.70101005,.61838108,.65430886,.545735,.71788818,.65355557,.62569058,,,,,,,,,,,,,
-1.0221984,.25891787,-.042768091,-.23361273,-.11225951,.17382981,.25159028,.29546782,.26521218,.2198965,.21141611,.21426108,,,,,,,,,,,,,,,,,,,,,,,,
.26726803,-.09344323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,.28635082,,.13889939,,.33896396,,.44802481,,,,,,,,,,,
,,,,,,,,,,,,,,,,-.654944,,,,,,,,,,,,,,,,,,,
-.26531246,-.49104938,-.84831685,-.80105698,-.86951232,,,,,,,,,,,,,,,,,-.21990021,.12535919,-.25609037,-.2958546,,-.69842559,,,,,,,,,
,-.29910979,,-.64114845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.4036343,1.1612343,1.2221557,.15733188,.13884053,.20287286,.64796865,.66983223,1.7372917,1.1365478,1.7379763
,,,.47670683,.64139819,.61262029,.80095565,.7353915,.66546214,.69256264,.638246,.31127942,-.082850389,.45986798,-.10131749,-.11509974,-.22993578,.071444966,.11461083,,.26776135,,.24891856,,.26578391,,,,,,,,,,,
-.72196907,,.097441316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.69185412,,,,,,,
,,,,,,,,,,,,,,,,.18782139,.19333364,.26687327,.31471002,.22936939,.23922837,.20836103,.23171887,.28604332,.34246185,.26173377,.29836625,.33098334,.34847847,.32384729,.11995465,.19423081,.3357859,.34160295,.16584535
-.19624111,-.17079531,.011250748,-.021324227,.24841349,.2389925,.057906345,.18856914,.019745892,.14702439,-.0026044066,-.10616343,-.018495282,-.41883153,-1.7658867,-.72989464,-.32838449,-.19293694,.025727574,1.0694587,-.28919876,-.092635468,,.18666808,,-.11584003,,.013269436,,,,,,,,
,-.17497949,,-.38718489,-.5628013,-.22470449,-1.4828748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.28620154,.19977263,.15504928,.11912205,.24000578,.14509657,,.12639581,,-.014600696,,.12851965,,,,,,,,,,,,,,,,,,,,,,,,
,,,.30325305,,.048515704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-.12246155,-.54218245,.28659883,.43165198,.37841249,.42766303,,.29938409,.20985308,.28871161,.33748952,,,.7176134,.43381995,.23156619,,.31321448,,.24202825,,.45318523,,,,,,,,,,,,,,
,.71261829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,-.964885,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,-.31938666,-.40738082,-.41707674,,,,-.37879673,,-.15777165,,,,,,,,,,,,,,,,
,-.24033876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.11477137,-.016954772,.12542117,.30512628
.50789905,.63594288,.61883366,.60746258,.53701687,.47123322,.52710116,.67595887,.54047453,.69688213,.71123266,.67749858,.42874423,.64019191,.50967014,.56781024,.83208787,.86770111,.7291308,.60091197,.96535349,.55408853,.53375262,.46011338,.24090421,.21174274,.33813372,.31823322,.22841693,.30285984,,.48749593,,.15996771,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.048661698,,-.021593643,,-.12636106,,,
,,,,,.22838227,.475595,.60259128,.5668658,.66464287,.59478879,.4677771,.39741337,.19332895,.38144913,.61781996,.4560554,.56097984,.28675172,.28585246,.3750236,.5108577,.49686864,.57424819,.79864848,.89630204,.70751506,.55925256,.68172419,.41623917,.82438964,.8077513,1.2691808,.17127597,,.111857
,,,,,,,,,,,,,-1.3787391,-.86180228,-.7065919,-.91484362,-.65893179,-.75382644,-.78755587,-.77597296,-.82427651,-.74228579,-.7884832,-1.1526933,-.99745935,-.69903886,-.67984104,-.52499807,-.33458427,,,-.074759044,,-.025983343,
-1.2406548,-.65335649,,-.24995847,,-.74589127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-.384,,.0032885354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.098673,,-1.0087053,,-.96697176,,-.4299643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.2624875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-1.3574517,-1.0269251,-.31260818,-2.3052602,-1.1865764,-.49808508,.41999355,-.14942791,,,,,,,,,,,,,
.93411219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.44204003,.9899525,.80322415,1.1056826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.0604917,,,,,,,,,,,-2.2672315,-1.1958756,,-.938007,-.58985746,-.65670365,-.50745875,,,-.82427543,,-.91379881,,-.88697618,,,,,,,,,,,
,,,,,,,,,,,,-1.1728464,,.09151385,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,.15793103,.032099649,.14914937,-.030339932,.069979116,.037825417,-.0052041612,-.027795585,-.069481656,.10693192,-.90109909,-.02814365,-.067716673,-.057225872,.10126749,.21124312,.26903197,.15612873,.11733256,.079730384,.278312
.076698862,-1.0628049,-.30337086,-.92148983,-.20247191,-.32527936,-.22774515,.036674213,.016965685,-.0017066075,.17332765,.15371314,-.026980208,-.083257101,-.056269389,,-.12230115,,-.19273207,,-.1206868,,,,,,,,,,,,,,,
-.76518345,-.61946535,-.68657798,-1.3098214,-1.0482047,-.35499555,-.50838476,-.53714669,-.39002654,.052717783,-1.2423923,-.87632519,-.67663777,,,,,,,,,,,,,,,,,,,,,,,
,,-.39008102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.42181987,.42019477,.5037303,.31170392,.66488338,.10524537
,,,,,.027606038,.43397793,.33268946,.293841,.34967306,.37097752,.38308412,.48417225,.51591647,.50779551,.47439992,.48426643,.60796976,.6581288,.7681939,.89644289,.84896344,.68244851,.75982362,.82638973,.17394668,1.2836696,.97433412,.78011769,.80043137,.79448593,.95075405,1.4494683,.83874351,.35361871,
.4440833,.36159006,.5148831,.52559769,.67189449,.57221627,.5273028,.46237841,.43153703,.78187656,,,1.4085586,,-.03572911,,1.3951197,,,,,,,,,,,,,,,,,,,
1.0240893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-.80572397,.57216638,.20103464,.6864745,1.1017822,1.1223115,,1.2026002,,1.9817936,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,.51039237,-.023088796,.63054132,.58734465,.47527504,.61124444,.77387744,,.63280499,,.52382106,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.28050911,-.60525548,-.15232834,,,,
,,,,,,,,,,,,,,,,,,,,.34916005,.27724749,.39997178,.39143357,.37072355,.27460617,.082818009,.62588131,-.015167504,-.14195858,-.17864195,.022983467,-.29392296,-.83971334,.61936456,-.025371645
.48853806,-.31598648,-.72400737,.16960232,-.68760163,-.60840338,-.91627866,-.57177919,-.38875288,-.75508094,-.49949256,-.55158275,-.66149205,-.89955968,.059670102,.0040750634,.08959379,-.11366372,-.12842911,-.13216704,-.16140066,-.21001275,,,,-1.2789909,,-.32320309,,,,,,,,
.14405669,-.44407126,-.12315857,-.70362002,-.74257213,-.61954868,.52613276,-.94712299,-.67207468,-.6756624,-.84066248,,,,,,,,,,,,,,,,,,,,,,,,,
-.34644899,-.41059157,-.31948635,-.81001788,-.5247888,-.7179414,-1.079551,-.51253939,-.38707289,-.21638599,-.173145,-.03302392,-.025904695,-.14253166,-.15798931,-.12146843,-.16104949,-.1628996,-.32866839,-.36355892,-.28524122,,-.6518454,,-.6189962,,-.57909292,,,,,,,,,
,,-.46704403,,-.32568115,,-.24724796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.67898822,.7408008,.57196099,.53329611,.65648425
,,,,,,,,,,,,,,,,,-.28681248,-.27651405,,-.22895817,,-.15721335,,-.27055791,,,,,,,,,,,
-.23599464,-.20838742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-.31301421,.10196082,.01649856,,.39928529,1.6156162,1.6540605,1.2288246,1.5131261,1.2653043,1.3314977,1.2472054,1.5000782,1.6589986,,1.8745995,,2.9959867,,3.5558331,,,,,,,,,,,,,,,,
,.15320779,.069825359,.1153286,.0094227232,-.075975671,.032961089,-.41189858,-.16905043,-.13470532,-.018872164,.13446689,-.033397544,.17940545,.15756114,.18722598,.31014913,.29657933,.22997616,.19624679,.23541753,.21767072,.13179661,.18836048,.20328644,.24359788,.22256036,.24457628,.65071434,-.30402488,-.42752755,,-.26338074,,-.21596496,
-1.0143242,-1.0099293,-.37704599,-.82316715,-.21155323,-.10334003,-.059100877,,-.060552351,,-.073670954,,-.47290504,,,,,,,,,,,,,,,,,,,,,,,
-.095016681,,-.61565411,,-1.2080702,,-1.1046984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.041032627,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.11031356,-.026536679,-.012646426,.29027817
,-.34579262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,.2253001,.20188645,.20560628,.27435392,.27742842,.22966506,.26409632,.24651355,.29142559,.23389176,.35687947,.16962354,.16049434,.18565412,.23568276,.35044342,.3124944,.32241932,.36436582,.40370327,.4020966,.4452765,.45646852,.46823198,.53968382,.57052302,.66671264,.63685304,.54315984
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.050757598,-.47173694,-.15649845,.014994766,.2241558,.69573933,.4078851
.44534966,.51551086,.25100851,.27583826,.32301804,.36390433,.27059942,.20585772,.17796208,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.026365111,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6169229,1.631704,1.4586064,1.584448
-.7570591,-.54536027,-.39957857,-.71047115,-1.3531517,-2.4020939,-3.2175333,,-1.0719239,.3852545,.84681696,.83267754,1.1366601,.36598933,.077542424,.50465792,.55813628,.32439473,.91687763,.80242348,.55300653,.50854558,.26837245,.22956555,1.3486265,,,.95825267,,.40251645,,1.075592,,,,
-.30371022,,,,,,,,,,,,,,,,,-3.3206217,-1.5284426,-1.2770734,-.82753062,-.55837399,-.33641225,-.28706518,-.10367917,,-.084912114,,-.14737493,,-.018946772,,,,,
-1.1957349,-.92568505,-1.9498119,-.535478,-.50034678,-.31970513,,-.25489357,,-2.0659673,,-.47201374,,,,,,,,,,,,,,,,,,,,,,,,
,,.18202798,.44910911,-.029118875,.30224895,,.048636559,.22696537,-.3539117,-.80920511,-.58695537,-.95346022,-.77638197,-1.1955738,-1.8622913,-2.0171363,-2.4801574,,,,,-.91571927,-.69668889,-2.0881031,-1.3636308,,-1.4249672,,,,,,,,
-.20781304,,-.052729331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,.02519857,,.0042252634,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,.29093841,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,.40420684,.44734982,.51636076,.4621332,.41139573,.39563438,.46548364,.44924733,.3704094,.48707673,.55996507,.46667787,.38571814,.48784658,.56849897,.10510473,.59205556,.60299963,.644113,.65390342,.61863714,.69578272,.59013939,.70616084,.77811062,.74890578,.72701895
.72648305,,,,,,,,,,.09737426,.1449313,,,,,,,,,,,,,,,,,,,,,,,,
.56283611,.48600137,.49134398,.45908901,.094062388,.44325709,.60165268,.36708054,.54936355,.43426016,,.13219488,,.12717098,,.36173078,,,,,,,,,,,,,,,,,,,,
.53689802,.53018481,.5069592,.38622457,.33156928,.35205564,,.26329604,,.27280176,,.46211141,,,,,,,,,,,,,,,,,,,,,,,,
.6395216,.55027133,,,.24720791,,.17887276,,.17371148,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-.042395912,,,,.0079249758,,.31236982,,,,,,,,,,,,,,,,,
,,,,,,,,,.10252924,.14018477,.93137324,.36369216,.48250371,.44742665,.43180284,.47286803,.47983029,.45733267,.47025684,.41344008,.41442859,.44692835,.37625071,.18635406,,,,,,,,,,.68329597,-.35903764
.58164573,-.24369003,.60245103,,,,,.1390409,.054404169,.18335062,.20395793,.12811959,.16495986,.0060989549,-.031534027,.10724329,,.06399554,,.011798878,,.062160641,,,,,,,,,,,,,,
.25647992,.23769923,.41378883,.54737753,.51047039,.60504091,.57066834,.48994645,.58046603,.51620752,.71082544,.65008414,.71951967,.51443881,,.54661179,,.50921506,,.6268456,,,,,,,,,,,,,,,,
-1.7319829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.59987444,.58470887,.54598886,.60391623,.55100578,.52647245,.50361258,.45282567,.57516009,.5946219,.62331349,.63085681,.65698731,.57480085,.61012781,.63711733,,1.0027345,,1.0051596,,.87963039,,,,,,,,,,,,,,
,,,,,,,,,-.51335973,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-.031014943,.11513373,.19161315,.21048377,,,,,,,,,,,,,,,,,,,,,,,,,
.16798019,,-.28602976,,-.014434077,,-.13932045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-2.8604982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2.0840175,,.21926808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.011986229,,.19912636,,.1189393,
,-.70161361,,-.35438606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-.87904793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.091240011,,-3.4550884,,
,,,,,,,,,,,,,,,-.29258609,-.36253694,-.26477623,-.30934638,-.24260333,-.33649027,-.42397252,-.130402,-.18406431,-.20209157,-.32949492,,,,,,,,,,
-.15200406,-.021910302,.072734848,-.52831244,-.77274126,-.50286269,-.30802554,-.31909364,-.0033004328,.13880846,.15488192,-.60553598,-.93868685,-.24044713,-.20896403,-.72316593,-.39175227,-1.6645612,-.24504825,.28506392,.15337864,.5836547,.54420823,.53238577,1.2758044,-1.1744311,,,,,,,,,,
,,,,,,,,-.65820605,-1.8503188,-2.8730311,-.93485147,-.82802957,-.16223527,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.75470221
,-.75125778,,,,,,,,,,,,,,,,,,,,,,,,,,.080554917,.073253252,.13994592,.15290166,,.10795634,,.17920537,
.11430859,.024823291,.14891838,.060510535,.048137084,.026881952,.11999433,.16749386,.16430953,.5292303,.84904486,.94949299,1.0244219,.81914639,.70106471,.71848774,.800475,.67462724,,,,,,,,,,,,,,,,,,
-.13933834,-.15218772,-.33822802,-.085883617,-.074878097,-.0188786,.065516919,.17130996,,.18216722,.14897524,.19695079,.15226351,.18306297,.14450997,.29765433,.49861372,.27181387,.35758069,.35952052,.30790931,.31329441,.28689656,.59819955,,.35740829,,.3369866,,.41196841,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.33588731,.34164804,.56890041,.48936912,.45881975,.27847522,.23327218,.509884,,,,,,
,,,,,,,,,,,,.23215573,.38122004,.42358699,.51391858,,.4200069,,.17924784,,.19683468,,,,,,,,,,,,,,
,,,,,,,,,,1.230161,.84213489,1.1071604,.80761147,,1.1322238,,.72927237,,.81950384,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,-1.0602208,,-.34047848,,-.51248205,,.14329271,,,,,,,,,,,,,
,,,,,,,,,,,,,-.26126105,-.22896738,-.18830293,,,,,,,,,,,,,,,,,,,,
,,,,,,.52212328,.57279086,-1.78075,.79631019,-.3124356,.82759088,.53230929,.4202359,.27366075,.60363913,.18177003,.98532987,.83584493,.86483115,.86515379,1.0004709,.87649256,.97359473,.72108942,.45417958,.62538266,.78459436,.6781168,.75600415,.89458585,.78373748,.90395308,1.1764833,.9567014,
-.20749733,.39320195,.082073294,-1.4051389,-.28333426,.031724565,-1.0797563,-.055587742,.19627385,-.18013661,-.29179743,-.2843127,-.47603163,,,,-1.7556639,,-3.5377774,,,,,,,,,,,,,,,,,
.53942537,.73724395,.92397702,.68677449,.84216255,.91726881,1.0510249,1.2358776,,.66036969,,.80011719,,.52413315,,,,,,,,,,,,,,,,,,,,,,
,,.06937582,.093749918,.092914164,.067096069,.1263985,,.15225549,,.1514288,,.27309066,,,,,,,,,,,,,,,,,,,,,,,
.19058502,-.10595893,-.99245232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0426831,.87615746,.54642773,.79571509,.75745577,.4345274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.069014817,.08745762,.19087854,.23438761,.3057723,.29243597,.29585662,.016150661,-.03247774,.5719555,.69327682,1.0962608,.92161548,1.3260792,1.0670794,.85304177,.71882284,.87403917,.52885443,-.11353506,-.51862574,.20745558,.45913425,.26465589,.43185076,.47255453,.38552654,.4327485,.49123713,.55701399,,.52969503,,.44843698,,.8367843
,,,,,,,,,,,,,,,,,,,,,,,,-1.3281826,-1.2125769,-.8948372,-.85688698,,-1.0519352,,,,-.39990738,,
,,,.36610767,,.19559622,,.31958801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,.056424987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.16127537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,.19913873,,-.010023082,-.064268477,,.30418715,.43976998,.5080483,.41380554,,,,,,,,.11920274,,,,,,,,,,,,
,,,,,.076145522,-.22030634,.30745995,.26044947,.029308531,-.64037937,-.23664351,.018883822,-.038157094,-.76542914,-.10733994,,.19184624,,-.18306524,,.21891816,,,,,,,,,,,,,,
,,.2925705,.17027202,,.53112942,.40793115,,.20442538,,.16058011,,.24296609,,.15531898,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.30384311,,,,,,,,,,,,,,
.76236218,.49957547,-.10018717,.40473643,.68037421,.61684895,.42767453,.71957326,.66574973,.60957795,.66006827,.3130185,1.2136575,,1.1410059,1.0246589,1.0686885,1.0391263,1.0046836,.9717316,.85581332,.80137885,.80558258,.83388531,.6895895,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,-1.1122124,-1.2379342,-1.1836927,-1.1623931,-.88929963,-1.0597279,-.86683631,-.80218935,,-.77182519,,-.76922894,,-1.002019,,,,
,,-1.3638686,-.99755454,-1.066772,-1.1831893,-1.0702624,-.9004463,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-.37613803,-1.4188277,,,,,,,,,-.56123781,,,,,,,,,,,,,,,,,,,,,,,,,
.71991062,.87085116,-.18900114,.7166602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-.42248622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,.23914447,.2437003,,-.13553496,,-.14309078,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.17690048,-.38549745,-.22783542,-.36513025,-.14295739
,,,-.080051042,.01844462,-.057684645,-.16957329,-.18221906,-.30459392,-.24643502,-.60494077,-.024347559,-.65733647,-.52092505,-.50487101,-.47870448,-.38238773,-.3590841,-.26597363,.28169772,-.26779714,-.29884079,-.24133228,-.26294211,-.44072598,-1.4176662,-1.6454002,-1.3236419,-1.4232682,-1.2076942,-.36330977,-.74543315,-1.5590932,,-.58529472,
,,,,,,,-3.0015001,,,-1.0124329,,,,,,,,,,,,,,,,,,,,,,,,,
,,-.047938231,-.18921237,.49215278,.26135719,.47405276,,.34722823,.49855298,.4282026,.31470582,,.48544103,,.6688174,,.99140477,,,,,,,,,,,,,,,,,,
,,,,,,,-.071635179,,-.098804213,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8670909,-2.22365,-3.8705456,-1.8931382
-.62073302,,,,,,,-.1350904,-.099298157,,,,,,,,,,,,,,,,,,,,,,,,,,,
-.46817613,.011202325,-.074166618,.086290285,.2848351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
