reslhwage0,reslhwage1,reslhwage2,reslhwage3,reslhwage4,reslhwage5,reslhwage6,reslhwage7,reslhwage8,reslhwage9,reslhwage10,reslhwage11,reslhwage12,reslhwage13,reslhwage14,reslhwage15,reslhwage16,reslhwage17,reslhwage18,reslhwage19,reslhwage20,reslhwage21,reslhwage22,reslhwage23,reslhwage24,reslhwage25,reslhwage26,reslhwage27,reslhwage28,reslhwage29,reslhwage30,reslhwage31,reslhwage32,reslhwage33,reslhwage34,reslhwage35
,,,,,,,,,,,,,,,,,,,,,,,,-.57182479,-.47942233,-.3630437,-.34610239,.17874403,-.14931133,-.041653164,-.098988101,.036366485,.136384,.13599281,-.038796719
,,,,,,,,,,,,,,.59601545,.32281148,.29098836,.45874098,.44252509,.47591159,.42221272,.54930311,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-.8360337,,,,-.80591857,,-1.3756162,,-.643323,.17514092,,,,,,
.59219438,.52080941,.62168652,,,,,,,,,,,-1.4895961,,-1.2558632,.6236909,,-.49182108,,1.1517645,,.35611042,,,,,,,,,,,,,
-.29064718,-1.0468303,-.047641788,,,,,,,,,,,,,-.0065291231,.084849738,.31323549,-.033806175,,-.0086584641,,.027322873,,.1179948,,,,,,,,,,,
-.10110126,,-.43669534,,.46406364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-.14320454,.065319046,-.11168823,.23766963,,.013177532,,.09355823,,-.12899758,,,,,,,
.18100709,.17201081,.47144493,.02196922,.014350719,.45974153,.34797448,.030839801,-.032453507,.390578,.47793669,.67127383,.78143531,.87348056,1.1104089,1.001544,.74867213,1.0763515,1.3519101,.5550496,-.43414444,-.63136828,-.015620838,.29888034,-1.0249914,-.25655967,-.11730801,,.18316424,.28463113,,.2376588,,-.016583839,,
-.23335549,-.41422811,-.17158067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-.34930667,.066758893,.49797443,.61086255,,.72674024,,.80937612,,1.2820486,,,,,,,,,,,,,,,,,,,,,,,,,,
-.72101259,-.44625965,,-.13696025,,.45271412,,-1.0157287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,.087700121,,-.41177967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,-.25842857,-.38794976,-.19662839,-.34434912,-.1550246,,-.22518151,,-.36375803,,-.039047744,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.54646802,,,,
,,,,,,,,,,,,,,,,,,,,.89372277,.83017933,.74597335,.79481137,.73319447,.68132097,.64800352,.63086838,.68629652,.60720235,.54797441,.57938814,.59308112,.62052661,.68275964,.91217732
,,,,,,,,,,,,,,,,,,,,,.2152483,,,,,,,,,,,,,,
.19196342,.1916829,.20835939,.4682647,,.37882349,.32744491,.38357905,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-.17116697,-.13437028,-.041739959,.007383259,.048005007,-.67869502,,,,-1.027143,,,,,,,,-.77238137,,-.32077268,-.56391352,,-.62883484,,-.71399909,,-.64413613,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.052942645,.15038091,.37382147,.27276668,,,,,,,,,,
,,,,,,,,,,,,,,-.41632462,,.63745785,,.80119938,,.40720528,,,,,,,,,,,,,,,
.19399953,-.039310675,.39752385,-.1609125,.18389037,,,-.79276896,-1.2382048,-1.4097517,-.93387419,-1.2940307,,-1.7038382,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,.097490571,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,.80681944,-.53645432,.10269338,-.31167951,-.067196824,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1100647,,-.43646541,,,,,-1.5428271,-1.0163767,
-.17467448,-.75367981,-.11241433,,.42156675,.12684777,-.31298545,,,,,,,.30980474,.41108662,-1.7881751,,,,,,,,,,,,,,,,,,,,
-.29543167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-.046657715,-.45635691,.3334336,.91378266,.5902943,-.18808249,,,,-.72092074,-.43481416,-1.6598003,,.079980448,,,,,-.95615244,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,.19404516,,,,,,,,,,
,,,,,,,,,,,,,,,,,-.077647805,.18586437,.27200168,.17712381,.24687764,.36477694,.15463243,.25487354,.3140676,.87355953,.20525013,.19193766,.35395488,.33658731,.53974348,.38661116,.35872129,-.008893583,-.12662961
.078135818,.057679653,.27337652,.31946799,.37445027,.35568663,.5076775,.62440914,.66281682,.70365405,,,,,,,,,,,,,,,,,,,,,,,,,,
,-.16083024,-.073577195,.17545034,.19621186,.18040708,.10245672,-.013786986,-1.1779886,-2.0701215,-.67673701,-.62947744,-.50682652,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-.54961652,-.42569327,-.87115222,,-.20899652,-.21190426,,,,,,,,,,
,,,,,,,,,.25549555,,,,,,,,,,,,,,,,,,,,,,,,,,
.13019456,-.44379535,-.12954539,-.47383395,-.28161904,.014568214,.028428914,-.3492403,.12435977,-.033250213,.075108372,.016686939,,,,,,,,,.19426198,-.023567446,-.069186203,.13066591,.16741258,.44156131,.17577316,.33837041,.43997172,.27785587,,.18980379,,.2367098,,.63149542
.39940259,1.0937141,,.60512376,,.58987892,,.81709957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-.73705816,,-.4865517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,.095462307,-.4065122,-.36392692,,.53236777,-.73706007,-.78220594,-1.042438,,.73357797,,,,-.55283028,-1.6462154,-.86232561,-.42558104,,-1.4986761,-1.4592662,-1.7425848,-1.0592271,,-1.2457517,,-1.1297075,-.994376,,,
,,,.082713701,.016564792,,,,-.12545392,-.1211887,-.054860853,-.023300072,.04097547,,,,,,,,,,,,,,,,,,,,,,,
-.68312997,-.85138959,-.64422482,-1.15121,-.7963568,-.87776697,-.53794271,-.23770894,-.62334055,-.49410874,-.23091161,-.12551962,-.44717798,,-.075266883,,-.21333717,,-.39348689,,,,,,,,,,,,,,,,,
-1.333631,,-1.2472638,-1.0464782,-1.2698954,-1.2611761,-1.1294619,-.85002238,-.72123909,-.60553658,-.48400515,,-.00088812644,,-.51580417,,-.1710255,,,,,,,,,,,,,,,,,,,
.20504682,,,-.72022694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,.10672531,.20431361,.19242179,.30180714,.43233249,.51199704,.57527107,.25451088,-.028958067,.23628519,.24086337,-.019372728
,-.60690457,-.33877033,-.14054589,,,,,,,.11682319,-.13472499,-.24721262,.0622623,,-.61399597,,-.40371582,,-.093767285,,,,,,,,,,,,,,,,
,,,,-.47564757,,.16545288,,-.037293982,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.52445352,,1.270489,-.75716507,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-.45131424,.26146165,-.18761654,-.16534795,-.25102204,.050389696,.065441161,-.083778307,.02335964,-.091128513,.0033525191,-.76641238
,,.20522934,,.070347823,.19390611,,.35968992,.012824409,.038157433,.21387839,-.049055688,.31065077,.2695398,.29252759,.089844115,.10115205,.16350934,.32335669,.26229411,.26558235,.2812306,.27970976,.27053273,.37028658,.21129248,.7556693,.24788749,.21441728,.23590523,.23235296,1.3183466,,,,
,,,-.67871481,-.3971439,-.10404281,,-.036444549,,-.73159051,,-1.1121382,,,,,,,,,,,,,,,,,,,,,,,,
-.61519068,-.43324861,,-.60342324,-1.1728581,-.83028454,,,,-.98453748,,-.96164268,,-.27066156,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,-.32646206,-.29024029,-.44686216,-.4092215,-.41016328,.33074328,-.8608579,.0086972546,.39640236,.32311836,.41988936,.63304508,,,,-.66992325,-.80077285,-.49537525,-.28063026,-.30923581,-.25161096,-.29882926,-.29897064,-.54832369,-.32555628,-.15915906,-.53205436,-.53765821
,,,,,,,.44473913,-1.037527,,.21503809,-.39769787,-.24645393,,-.18770134,,-.0072045969,,-1.7218934,,,,,,,,,,,,,,,,,
-.90377349,.1110486,-.3715055,,,,,,,,,,,-.27403411,,-.17371841,,.042785265,,,,,,,,,,,,,,,,,,
,,,,,,-.54572535,-.50881577,-.4189842,-.49498045,,-.19778444,,.18648422,,-.055157311,,,,,,,,,,,,,,,,,,,,
-.67137909,.12013034,-1.3016766,-1.0396613,-.077336662,-.39593369,-.69104576,-.90827549,-.49653333,-.46546444,-.44270569,-.47573727,-.33208025,-.52201694,-.57799524,-.3143132,-.46703881,-.36191952,-.35355106,-.39049205,-.3753629,,-.37113303,,-.36572993,,-.3453708,,,,,,,,,
-.22167441,.21762988,.16361019,.23599005,.45547679,.23478721,,.18154179,.21939236,-.32591978,-.47676104,-.89624733,-.59675485,-.5541721,-.74713814,-.17226911,,,-.38632384,-1.291518,,,,-1.4076064,,-.73405284,,,,,,,,,,
-.28416982,,,,,-.29527617,-.22849643,-.2771911,-.020165402,-.32279885,.2567265,-.22191824,-.26699516,-.017741913,,-.51894277,,-.73826212,,-1.1931145,,,,,,,,,,,,,,,,
.59710091,.51304728,.56336749,.43004513,.4100059,.44236803,.53561044,.45208406,.57279998,.4578982,.56770915,.54223609,.55648857,.50982118,.59483284,.51771593,.52521831,.55324131,.42975119,.44345567,.54613191,.32783392,.52367705,.37781194,.31677648,.39811951,.70504975,.78699166,,.23482122,,,,,,
,,,.022693658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,.32465741,,.65614009,,.54447693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,.19714057,,-.12945731,,-.2937656,,-.3806363,,,,,,,,,,,,,,,,,,,,,,,,,,
-.39390811,,-.21506631,-.51147979,-1.2665339,-.24118838,-1.5188528,-1.1479855,-1.1193064,-.58352953,-.83244926,-1.416038,-1.175024,-1.2715751,-.87829614,,-.95249766,,-.96314162,,-1.4498454,,,,,,,,,,,,,,,
-1.1106296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,-.65734005,,,,,,,,,,,,,,
,,,,-.55045599,-.736139,.18782972,.0034405738,,.016853569,,-.82477599,,-.45242319,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.17834935,.29773554,.7203325,.65972024,.61081392,.82179755,.65864402,.52214086,.88046527,.68710625,.84273523,,.73352575,.80457091,.95072824,.7717768,.86605543,1.0278482,1.0029205,1.0988967
,,,,,,,,,,,,,,.27080911,.26812965,.33729482,.3077746,,,,,,,,,,,,,,,,,,
-.098848492,-.17575741,.21296744,-.13696386,-.17260878,-.10829237,-.11148766,-.070957705,-.013217883,.050909497,-.040147651,.12327424,.23927912,.094001032,-.13686727,-.090153784,-.057120245,,.010750992,,.023825509,,.051889528,,,,,,,,,,,,,
,,,-.050202288,-.33366004,-.38394395,-.18575995,-.67736441,-.6520648,-.65388536,-.61742055,-.6666826,-.39972016,-.47141635,.12427355,.056497108,-.26736072,-.20071425,,-1.0042083,,,,,,,,,,,.056022137,,,,,
-.52583647,,.55873394,-.026119126,.0026784018,-.41742766,,-.63648796,.83886755,.14708541,.50343198,.20521457,1.4273117,.071515001,,,-.25737837,-.17625082,-.017722022,-.67287922,-.12723845,,-1.0846781,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.13488092,,,,,,,,,,,,,,,,,,,
-.2578305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0067277,,-.092575781,,-1.0580831,,.75616151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,.14870547,.2651692,.38589051,.41053483,-.44422579,-.37380141,,,.13656926,,.98653913,,2.5141702,,,,,
,,,,,,-.48198479,-.97284871,-.77555203,-.61016262,-.67045492,,-.25814942,,-.15243137,,.034947649,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.34726432,-.89486706,-1.0363842,-.93764728
,,,,,,,,,,,,,,,,,,,,,,,,.35478106,.38328946,.38184738,.35798818,.37798169,.29751933,.39838934,.45827225,.51340705,.58134633,.52842194,.3874577
,,,,,,,,-.6544705,-.28560713,-.35846543,-.028324952,-.071678549,-.1894079,-.35002846,-.30432039,-.2930167,-.2531656,-.33958447,-.38468352,-.091029577,,-.26750669,-.32982132,,-.32029831,-.22353955,-.33292082,-.34413481,-.24903223,-.10088107,-.21783672,-.2856715,-.18090406,-.27684256,-.23918441
-.15564115,-.0057378639,.034658074,.038299374,.021905078,,,.060680442,.016836483,.11002797,.12471917,.0082257343,.10212811,,.036878098,,-.35426834,,,,,,,,,,,,,,,,,,,
.64055324,.55290699,2.3489299,,-.11277887,-.14744876,-.11065231,-.076048106,-.041665323,.063970894,.25223401,.61063558,.44400916,,.32851493,,.1945352,,-.58657336,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,.19798766,-.015052878,.3089332,.25703239,.36038634,.31781682,.19595107,.19027115,-.042210359,-.21070121,-.086910397,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,-1.5351119,,,,,,,,,,,,,,
,,-.28178456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.13530491,.32144019,.32855248,-.072755642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-.0028455327,-.016125817,,,,,.23119716,.28342754,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,.29975933,.29028243,.55880958,,,-.036388017,.37236699,-.096273422,.14728424,,,,,,,,,,,,,,,,,,,,,,
.067237407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,.2775121,.68474102,,.14908133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-.18610139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.035935864,-.071409211,-.11636321,.0082915816,-.11196639
,,,,,,,,,,,,,,,,,,-.84900951,-.69388056,-.54047114,-.62683964,-.64978653,-.58518821,-.53373235,-.64998025,-.66221505,-.62881136,-.64724153,,,,,,,
,,,,,,.08488965,-.10523026,.084353104,.084308647,.10413462,.14904717,.10611745,.12726691,.25653416,.27667579,.1621736,.24964797,.30646643,.33601955,.26651293,.35936496,.35516676,.41587153,.44340566,.31473628,.31607026,.31138515,.33965421,.28065625,.38216072,.32028186,.42202049,.45802918,.38738865,
-1.2892413,-.48704293,-.14129284,.76410741,.17513829,.84804398,.72539103,.67646015,,.52998435,,.46414098,,.80769855,,,,,,,,,,,,,,,,,,,,,,
.59958029,.54681695,.54345977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,-.41453743,,-.30736992,,.72197419,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.82651728,-.99887764,-.62780398,-.68754166,-.58516079
,,,,,,,,,,,,,,,-.55004317,,,,,,,,,,,,,,,,,,,,
,,,,,-.25483358,,-.28095391,-.20386121,-.36428389,-.3380037,-.32496557,-.2228395,-.065137707,-.22966532,-.27285388,-.38399723,-.39326525,-.022189647,-.27653724,-.15472059,-.21665159,-.49237654,-.41294661,-.2904053,-.33479109,-.081684925,-.25956064,-.63712817,-.82511342,-.59329653,-.15535063,-.29355478,-.77653778,-.59306967,
,,,,,,,,,-.40421927,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-.19632612,.16714883,-.015997963,-.044259589,.048719056,.18702912,.16396259,.15388401,.15900981,.17365758,.14532602
,,,-.43676659,-.27686831,-.35396326,-.058075279,-.012626516,-.25596905,-.11497795,.034344636,.033275779,.18061242,.13868634,.31069633,.14383934,.14672509,-.044796206,-.16193019,-2.0309649,-.79294115,-.55573803,-.66296232,-.43277591,,-.44519022,,-.32679254,,-.41999251,,,,,,
,,-.88152522,-1.0933563,-.15895256,-.79378623,-.39490274,-.82793999,-1.4803231,-.93510091,-.57431537,-.63765866,-.76720065,-1.1229298,-.47201362,-.41603079,-1.2636077,-.75334972,-.96459639,-1.0290511,-1.2469156,-1.186918,,,,,-1.8310302,,-1.2252846,,,,,,,
-.67371225,-.43030688,-.47403681,-.41271093,-.44127569,-.2846517,-.34576851,-.3201074,-.59612232,-.46949872,-.50272906,-.40662718,-.38044357,-.41595328,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,.47562325,.33722711,.45166689,.39476046,.45491579,.40735012,.36574799,.36515993,.42641586,.35153607,.39615971,,,,,,,,,,.57241017,.51771671,.43559456,,
-.076281831,.31220499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-.13047467,-.1933243,-.39734447,-.095572099,-.25763366,-.50988227,-.13990211,-.59644639,-.74271291,-.63624191,,,,-1.2710732,,,,,,,,,,,,,,,,,,,,,,
,-.23855212,-.78808439,-1.3403331,-.71693432,-.86669707,-.77601022,-.96943432,-1.2298191,-.4084264,-.61375946,,-.61414599,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,.46779022,.44328672,.40851206,.41703501,.33337462,.45943877,.41235375,.39541465,.44305453,.43957689,.3755399,.33114216,.22387969,.23615746,.23684941,.31136861,.62680227,.42690516,.48805967,.43256164,.44485477,.56953996,.48405659,.65317303,-.53680873,-.24395745
,,,,,,,,,,,,,,,,-.86814618,-.65640593,-.70444685,-.59673297,-.62950772,-.5485726,-.4784694,-.36023623,-.39717421,-.36883244,-.67139345,,,,,,,,,
-.1505444,-.030354783,-.097833805,.16623129,.24890363,.59315902,.2626237,-.068523608,.61654305,.38154906,.88748199,.073007256,,,,2.1414146,,.7503401,,,,,,,,,,,,,,,,,,
.77312714,.79836452,1.1965963,.69172037,.98048806,1.0681763,,,,-1.2772825,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,-.48570454,-.22316855,-.40286499,-.8464089,-.52229315,-.76880383,.21380989,,-.73932511,-.74673253,-.34146646,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.95218408,
,,,,,,,,,,,,,,,.2065758,.22557874,.3007271,.23509209,.26558805,.22392102,.32801419,.31815553,.33708501,.26029494,.27378526,.3737762,.44908187,.40199161,.77241021,.56730413,.56729412,.62175328,.54504073,.65617085,.73293829
,,,,,,.60327876,.56238449,.93700939,.93673229,,.19584762,,1.0099425,,.83946109,,,,,,,,,,,,,,,,,,,,
,,,.7979542,-.566993,-.2834743,1.1075219,1.4982665,-.07772588,,.67777938,,.73655003,,.90891165,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-.13399804,.066464037,-.40665498,.058737222,.14063922,.15775514,.2949858,-.042046163,-.030833283,-.3384856,-.14667322,-.15527481,-.12746717,-.43091473,-.4022043,-.31515524,-.17196114,-.11277214,.18872191,.18341337,-.11950075,,.59840131,.55007374,.61305076,.31215328
.37315547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.048927732
,,-.94407469,-.61317241,-.57626867,-1.1771984,-.95447201,-1.0069624,-1.0357763,-1.089524,-1.5013851,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.5590589,-1.1619965,-.43936598
,,,,,,,,,,,,,,,,,.30671972,.22464322,.16188002,.24852332,.18410924,.26501814,.29284877,.34345421,.30631286,.35585269,.56658524,.65925431,.64414352,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,.3926793,,,,,,,,,,
,,,,,,,,,,,,,,,.033610951,-.11501559,.46348658,.71628058,1.0189846,1.2262658,1.37711,1.920872,1.8442769,1.6668315,1.3551091,1.29884,1.4011308,1.1850221,.78535485,.87335509,.84203506,.27942133,1.1022724,1.1316066,.52980369
.058658827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,.48875186,.58567679,.56730348,.67921585,.69254506,,,,,,,,,,,,,,,,,,,,,,,,,
-.32564107,-.0044050203,-.00060672523,-.011101029,-.010395695,-.034889728,-.039454736,-.04626517,.31528619,.2149515,.053140294,-.0043538422,-.060156494,-.10294797,-.13689278,-.28210101,-.25326338,,-.46521762,,.0028062887,,.18458997,,,,,,,,,,,,,
.055508822,-.8479892,-.29514545,-.040471878,.23694786,.34750557,.64122367,.62446153,.74609351,.6061303,.70174187,.57257229,.39942458,.35986584,.2666117,.23879196,.45420092,.000065807326,.3702974,,.28367305,,.34878173,,.46754414,,,,,,,,,,,
,,,,-.34504816,-.33324406,,.061794233,,.43075928,,.24024402,,,,,,,,,,,,,,,,,,,,,,,,
.23133567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,-.040849239,-.23753303,.053848121,-.70753264,-.25653747,.11293758,-.012628575,-.067694843,-.088361762,-.14355932,-.094079062,-.098626837,.26671618,.022541139,.10210706,.1260253,.15629089,.1485229,.20314762,,.24823388,.19725627
,,,,,,,,,,,,,-.0041490383,.10001116,-.092360452,.14959827,.37526336,.079491109,-.31024715,-.21503904,.042321432,-.16740057,-.11214898,.83575743,-.51239079,-.096655503,-.355178,-.33717653,-.37285864,.31776693,.44527248,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.31989264,,,,,
,,,,,,,,,,,,,-1.0158018,-.97582006,-1.1157687,-.8174082,-.69227028,-.44428059,-.42282197,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.1855651,.21225488,.22753905,.11997566,.76604491,,,,,,,,,
,,,,,,,-.95367426,-.77083331,-.66674459,-.74682367,-.84726632,-.70119858,-1.0381519,-.14575042,-.59423375,-.86231726,,-.55256975,,,-.56289482,-.58366019,-.90386015,-.29533961,,,,,,,,,,,
,,,,,-.059564739,-.32935953,-.36748025,-.061995681,-.27117565,-.044157188,-.057683609,.21163395,.24126674,.088629432,.14636654,,-.45109767,,-.19159144,,-.24158967,,,,,,,,,,,,,,
.27885893,.17456418,.13786107,,.1848423,.14797543,.056592818,-.22955243,.31197622,-.021012174,.13268398,-.083903447,.047455348,.107763,,.10093761,,-1.0218095,,.09732157,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-1.248679,-1.40142,-1.1739045,-1.6229602,-1.4654111,,-1.4197742,,,,,,,,,,,,,,
,,,,,-.29769072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-.79824924,-.22419006,,,,,,,,,,
,,,,,,,,,,,,.27810681,.22776341,.48727959,.36573023,.53512645,-.51783592,,.35237798,,,,.17475483,,,,,,,,,,,,
,.25617158,,.59826398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.61405241,,,-1.0142647,-1.5025568
.20157991,.21881889,.42210254,.35271475,.1239923,.47977886,.56705195,.5062027,.40992394,.43715879,.54690534,.47443461,.47279745,.50021321,.63799506,.63219315,.46222961,.57144469,.57592183,.56759638,.69464296,.56380123,,.63403839,,.67504448,,.46705413,,,,,,,,
,,-.27937627,,-.77959913,,-.16585863,,.45476323,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.067248829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,.25023466,.029710202,.19731809,.19066635,.2903567,.1793599,.14556769,.44229233,.12002715,.20792329,.03826987,.25008222,-.15432157,.5595575,.3014569,.18212642,.44216436,.47572243,.38706091,.8159622,.096199818,-.21927607,-.11020449,-.023860488,.11895484,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,-.82697028,-.67978448,-1.0524637,-.64303827,-.45586947,,-.46026269,,-.36082464,
,-.93051821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-.30270442,,,,,,,,,,,,,,,,,,,,
.010876228,,.009874573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.031969942,.0361562,.031891488,-.075498991,.038116474,-.088008896,-.14120354,-.1103801,-.080363072,-.11793903,-.10972834,-.062372729,-.010371664,.060761437,-.022520492,-.0049765664
,,,,,,,,,,,,-2.1080484,-.66769898,-1.0277187,-.72177184,-1.2411522,-.89078879,-.94081628,-.83881521,-.80931568,1.517241,,-.78919339,,-.38091564,,-.46461672,,,,,,,,
.27480024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.27671012,.44098511,.53607488,1.2796868,,.28700688,,-.2431227,,,,,,,,,,,,,,,,,,,,,,,,,,
.17152634,.14974359,.13286534,.2015269,.2722756,-.11588893,,-1.5008197,,,-1.5151379,-.90479606,-.76452506,-.76102817,,,-.25222355,-.81873655,-.6949116,,,,,,,,,,,,,,,,,
-.89140439,-.88548213,-.60179335,-.34637478,-.55292487,-.32420069,-1.0350642,.055057589,-.70382905,-.37531227,-.41545129,-.41312417,-.38852152,-.43453208,-.31603998,-.29709774,-.27733514,-.21256739,-.12284107,-.12425021,,-.15632454,,-.13893326,,-.12679957,,,,,,,,,,
,.51871824,.49345091,.61668247,.61927134,.67642754,.78967875,.42583889,.32730225,-.062310733,-.013752106,.28711072,.059611633,.08004614,.092357151,.20080651,-.12072103,,.35212418,,.20173296,,.41041264,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,.44575784,.37436572,.49073794,.54588848,.56170213,.67300463,.4817898,.6819374,.52181703,.61457288,.64716685,.63656849,.84653544,.74102277,.73897451,.70569003,.00065252068
,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.14538437,-.85639268,-.25078455,-.099607006,,-.061272223,,.10712792
,,,,,,,,,,,,,,,.13320194,.22364134,.09080863,-.035218753,,,,,,,,,,,,,,,,,
,,,,.028533004,.094198823,-.037709832,.082848415,.043025352,.14658609,.23092145,.39792153,.084475361,.33005387,.42370164,.20073766,.3824234,.56456912,.4456431,.30867413,.46786734,.41510972,.53977847,.35285595,.40621573,.34549922,.54952878,.54880738,.65114015,.26245269,.37597156,.44460669,.37231946,.35374397,,.33205789
.5516665,.55518633,.44602624,.37490568,.17439221,-.011300654,.15382129,.35569566,-.053616051,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-.18189435,-.27079418,-.33028987,-.23734456,-.12417933,-.44937471,-.19666736,-.45719504,-.34125492,-.7433092,-.48979884,-.38811991,-.31682447,-.42886758,-1.0401099,,-1.8169342,-1.693612,-1.9412355,-1.6186011,-1.7643373
,,,,,,-.040527284,-.10134335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,.29804406,-.21399312,-.45277449,-.56673157,-.4330242,-.059549298,-.24985988,.0034805643,.14247544,.36885375,.040451087,,.18151195,,.0026006554,,.014101302,,,,,,,,,,,,,,,,,,
,,,,,-.74861765,,-.76257515,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-.67744529,,-.56252015,,-.88636285,,-1.0146049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-.56227279,.044254988,.44116399,.37778962,.21077739,-.45046914,.12786399,-.18689324,.14658026,-.28826496,-.37739596,-.38181934,-.36709136,-.47237274,-.31467173,-.11442919,-.52807748,-.39285788,-.13042299,-.94000852,,,,,,,,,,,,,,,,
,,,,,,,,.063086852,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,-.63636929,-.76883227,-.86428362,-.76064992,-.59718102,.10506697,-1.5114272,,,,-.13141301,-.95339656,-.79586905
